Date,Geography,Labour force characteristics,Sex,Age group,UOM,Scalar Factor,Value
2021-05,Canada,Unemployment,Both sexes,15 years and over,Persons,thousands,1610.2
2021-06,Canada,Unemployment,Both sexes,15 years and over,Persons,thousands,1543.6
2021-07,Canada,Unemployment,Both sexes,15 years and over,Persons,thousands,1516.5
2021-08,Canada,Unemployment,Both sexes,15 years and over,Persons,thousands,1455.3
2021-09,Canada,Unemployment,Both sexes,15 years and over,Persons,thousands,1438.9
2021-10,Canada,Unemployment,Both sexes,15 years and over,Persons,thousands,1395.7
2021-11,Canada,Unemployment,Both sexes,15 years and over,Persons,thousands,1262.2
2021-12,Canada,Unemployment,Both sexes,15 years and over,Persons,thousands,1236.1
2017-01,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,6.8
2017-02,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,6.6
2017-03,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,6.7
2017-04,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,6.5
2017-05,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,6.6
2017-06,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,6.5
2017-07,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,6.3
2017-08,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,6.2
2017-09,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,6.2
2017-10,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,6.3
2017-11,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,6.0
2017-12,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,5.9
2018-01,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,6.0
2018-02,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,5.9
2018-03,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,5.9
2018-04,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,5.9
2018-05,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,6.0
2018-06,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,6.1
2018-07,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,5.8
2018-08,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,6.0
2018-09,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,5.9
2018-10,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,5.9
2018-11,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,5.7
2018-12,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,5.8
2019-01,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,5.9
2019-02,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,5.9
2019-03,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,5.8
2019-04,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,5.8
2019-05,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,5.4
2019-06,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,5.5
2019-07,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,5.8
2019-08,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,5.8
2019-09,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,5.6
2019-10,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,5.7
2019-11,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,6.0
2019-12,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,5.8
2020-01,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,5.6
2020-02,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,5.7
2020-03,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,7.9
2020-04,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,13.0
2020-05,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,13.4
2020-06,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,12.2
2020-07,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,10.9
2020-08,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,10.3
2020-09,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,9.2
2020-10,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,9.2
2020-11,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,8.7
2020-12,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,8.9
2021-01,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,9.4
2021-02,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,8.3
2021-03,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,7.5
2021-04,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,8.0
2021-05,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,8.0
2021-06,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,7.6
2021-07,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,7.4
2021-08,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,7.1
2021-09,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,7.0
2021-10,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,6.8
2021-11,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,6.1
2021-12,Canada,Unemployment rate,Both sexes,15 years and over,Percentage,units,6.0
2017-01,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.8
2017-02,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.7
2017-03,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.7
2017-04,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.6
2017-05,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.7
2017-06,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.7
2017-07,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.6
2017-08,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.5
2017-09,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.5
2017-10,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.6
2017-11,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.6
2017-12,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.7
2018-01,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.3
2018-02,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.3
2018-03,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.4
2018-04,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.3
2018-05,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.2
2018-06,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.4
2018-07,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.3
2018-08,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.1
2018-09,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.2
2018-10,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.2
2018-11,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.4
2018-12,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.3
2019-01,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.6
2019-02,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.8
2019-03,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.6
2019-04,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.8
2019-05,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.6
2019-06,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.5
2019-07,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.5
2019-08,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.7
2019-09,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.6
2019-10,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.5
2019-11,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.5
2019-12,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.5
2020-01,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.5
2020-02,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.6
2020-03,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,63.6
2020-04,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,59.9
2020-05,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,61.3
2020-06,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,63.8
2020-07,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,64.3
2020-08,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,64.5
2020-09,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.1
2020-10,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.3
2020-11,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.1
2020-12,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.1
2021-01,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,64.7
2021-02,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,64.8
2021-03,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.2
2021-04,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,64.8
2021-05,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,64.6
2021-06,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.0
2021-07,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.1
2021-08,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.1
2021-09,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.5
2021-10,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.3
2021-11,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.3
2021-12,Canada,Participation rate,Both sexes,15 years and over,Percentage,units,65.4
2017-01,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,61.3
2017-02,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,61.3
2017-03,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,61.3
2017-04,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,61.3
2017-05,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,61.4
2017-06,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,61.4
2017-07,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,61.4
2017-08,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,61.5
2017-09,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,61.4
2017-10,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,61.5
2017-11,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,61.6
2017-12,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,61.8
2018-01,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,61.5
2018-02,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,61.5
2018-03,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,61.6
2018-04,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,61.4
2018-05,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,61.3
2018-06,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,61.4
2018-07,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,61.5
2018-08,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,61.3
2018-09,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,61.4
2018-10,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,61.4
2018-11,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,61.6
2018-12,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,61.6
2019-01,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,61.8
2019-02,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,61.9
2019-03,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,61.8
2019-04,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,62.0
2019-05,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,62.0
2019-06,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,61.9
2019-07,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,61.7
2019-08,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,61.8
2019-09,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,61.9
2019-10,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,61.8
2019-11,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,61.5
2019-12,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,61.8
2020-01,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,61.8
2020-02,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,61.9
2020-03,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,58.5
2020-04,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,52.1
2020-05,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,53.1
2020-06,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,56.1
2020-07,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,57.3
2020-08,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,57.9
2020-09,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,59.1
2020-10,Canada,Employment rate,Both sexes,15 years and over,Percentage,units,59.3
